id,gender,age,spend,location,month
2849,F,56,218.73,Virginia,aug
2850,F,34,90.3,California,nov
2851,F,87,45.18,California,feb
2852,F,23,77.19,Tennessee,oct
2853,M,52,200.33,Virginia,apr
2854,F,47,210.34,Connecticut,dec
2855,M,41,196.2,Massachusetts,nov
2856,F,23,152.53,Texas,apr
2857,F,49,171.91,Missouri,aug
2858,F,20,25.39,Florida,oct
2859,F,95,194.99,Pennsylvania,sep
2860,F,21,18.52,Georgia,apr
2861,F,88,83.03,Idaho,apr
2862,M,88,95.9,California,aug
2863,M,24,91.14,Georgia,apr
2864,F,74,271.15,Pennsylvania,may
2865,F,33,48.66,North Carolina,jun
2866,M,84,188.91,West Virginia,aug
2867,F,22,76.48,Pennsylvania,feb
2868,F,42,99.89,New York,dec
2869,F,96,179.37,California,apr
2870,M,24,195.35,Georgia,aug
2871,F,20,22.54,New Jersey,jun
2872,F,95,158.82,Tennessee,jun
2873,F,18,82.85,Georgia,dec
2874,M,22,19.04,Wyoming,nov
2875,F,24,236.35,Washington,sep
2876,F,66,160.39,Texas,jan
2877,F,93,142.52,Georgia,nov
2878,M,37,141.65,Colorado,apr
2879,F,24,298.92,North Carolina,feb
2880,F,69,255.25,Indiana,dec
2881,M,42,40.17,Georgia,sep
2882,M,54,10.9,Tennessee,oct
2883,F,23,284.27,California,oct
2884,F,36,292.12,South Dakota,aug
2885,F,31,113.69,Florida,oct
2886,F,22,41.0,Michigan,may
2887,F,19,25.18,Pennsylvania,feb
2888,M,86,250.88,Arizona,jul
2889,F,22,45.26,Maryland,apr
2890,F,22,14.6,New York,apr
2891,F,34,198.03,Georgia,feb
2892,M,24,187.25,New York,apr
2893,F,46,108.22,Washington,sep
2894,F,44,191.12,South Carolina,may
2895,M,34,19.27,Georgia,dec
2896,M,30,232.04,Texas,sep
2897,F,24,15.06,Texas,apr
2898,F,20,199.6,New York,nov
2899,F,22,100.3,Wisconsin,sep
2900,M,68,69.16,Florida,sep
2901,F,70,263.42,Colorado,apr
2902,F,85,187.3,New York,oct
2903,F,48,262.64,Arizona,aug
2904,F,59,288.76,Pennsylvania,nov
2905,F,24,100.57,Texas,oct
2906,F,18,84.23,Ohio,sep
2907,F,26,185.02,Alabama,aug
2908,F,23,54.89,New Jersey,apr
2909,M,41,42.71,California,nov
2910,F,48,121.06,Arizona,dec
2911,F,61,221.47,Wisconsin,oct
2912,F,90,74.01,New Mexico,dec
2913,M,20,39.82,Washington,oct
2914,F,26,118.5,Florida,apr
2915,F,43,296.98,Pennsylvania,jan
2916,M,72,173.97,Connecticut,jan
2917,F,20,163.15,Rhode Island,dec
2918,M,56,18.92,Utah,jun
2919,M,39,8.39,New Mexico,oct
2920,F,58,139.82,New York,feb
2921,M,43,259.3,Washington,may
2922,F,21,155.26,Georgia,oct
2923,M,84,283.99,Arkansas,jul
2924,F,18,33.15,California,jan
2925,F,37,101.36,Maryland,nov
2926,F,90,193.69,New Jersey,aug
2927,F,72,193.12,Florida,feb
2928,M,37,84.89,Texas,sep
2929,F,56,11.76,Arizona,jun
2930,F,23,274.09,New Jersey,oct
2931,F,52,142.59,Wisconsin,apr
2932,M,37,131.81,New York,apr
2933,F,79,297.74,California,dec
2934,F,49,238.0,Alabama,apr
2935,F,46,102.34,Florida,mar
2936,F,42,136.35,New Jersey,nov
2937,M,24,241.01,Massachusetts,dec
2938,M,25,190.84,Oklahoma,nov
2939,F,22,117.23,Missouri,apr
2940,F,20,228.92,Florida,nov
2941,F,68,269.42,New York,nov
2942,F,27,65.94,California,aug
2943,M,22,257.47,Virginia,nov
2944,M,54,11.54,Colorado,jun
2945,F,47,5.17,Pennsylvania,feb
2946,M,23,56.93,Kentucky,feb
2947,F,22,265.3,California,aug
2948,F,22,294.83,Texas,jan
2949,F,22,234.22,Connecticut,oct
2950,F,28,162.41,Washington,jan
2951,M,22,7.2,Texas,nov
2952,F,44,238.07,Iowa,apr
2953,F,91,179.68,Texas,apr
2954,F,18,226.18,South Carolina,dec
2955,F,24,237.72,Virginia,jul
2956,F,42,102.78,New York,jan
2957,M,30,22.46,Iowa,sep
2958,F,23,167.13,California,dec
2959,F,19,251.94,Massachusetts,oct
2960,F,19,245.87,Pennsylvania,feb
2961,F,19,94.29,Missouri,apr
2962,F,18,81.17,Ohio,feb
2963,F,66,178.38,North Carolina,apr
2964,F,18,88.2,Texas,nov
2965,F,31,230.02,Michigan,dec
2966,F,24,146.61,Pennsylvania,aug
2967,F,31,210.69,Wisconsin,oct
2968,F,24,226.76,Nevada,dec
2969,F,40,40.5,Connecticut,sep
2970,F,50,77.49,California,apr
2971,F,78,82.26,Kansas,oct
2972,M,69,209.82,Virginia,apr
2973,F,24,12.44,New York,jan
2974,M,22,98.21,Kentucky,apr
2975,F,24,77.87,North Carolina,dec
2976,M,30,177.86,New Jersey,dec
2977,F,32,206.47,Michigan,dec
2978,M,39,194.47,Texas,nov
2979,F,18,41.83,Missouri,nov
2980,F,42,117.61,Virginia,nov
2981,F,53,121.77,Michigan,dec
2982,M,97,12.78,Oregon,apr
2983,M,64,71.59,Illinois,dec
2984,F,29,20.62,North Carolina,nov
2985,M,95,131.1,Massachusetts,sep
2986,F,39,204.25,Texas,jan
2987,M,23,93.92,Ohio,may
2988,F,22,136.28,Florida,nov
2989,M,37,296.7,California,dec
2990,F,95,15.77,New Jersey,sep
2991,F,72,142.05,Texas,feb
2992,F,80,293.99,Texas,feb
2993,F,38,222.2,Massachusetts,dec
2994,M,79,285.65,California,dec
2995,F,88,214.76,New Mexico,apr
2996,F,41,248.28,Tennessee,oct
2997,M,19,63.2,Washington,jan
2998,M,83,123.34,Indiana,nov
2999,F,20,43.16,Connecticut,may
3000,F,61,147.83,Illinois,apr
3001,M,22,55.83,North Carolina,dec
3002,M,43,154.67,Georgia,sep
3003,M,79,291.86,Georgia,sep
3004,M,20,176.14,Virginia,feb
3005,F,45,129.31,Alabama,oct
3006,F,83,287.09,Texas,dec
3007,F,24,132.09,Virginia,feb
3008,M,20,144.67,New York,nov
3009,F,72,60.73,California,nov
3010,F,71,159.31,Texas,feb
3011,M,28,233.76,Hawaii,dec
3012,M,48,246.23,California,nov
3013,M,21,152.46,North Carolina,jun
3014,F,50,195.96,California,oct
3015,M,55,145.48,Hawaii,dec
3016,F,47,257.4,California,oct
3017,F,20,163.54,California,apr
3018,M,42,35.83,Connecticut,mar
3019,F,39,210.03,Texas,apr
3020,F,21,129.11,Texas,aug
3021,M,21,86.73,Tennessee,nov
3022,M,39,252.79,Arizona,nov
3023,F,18,149.3,Washington,jun
3024,F,23,263.89,Mississippi,aug
3025,F,78,27.43,Pennsylvania,jan
3026,F,23,221.66,Colorado,feb
3027,F,52,138.26,Maryland,aug
3028,F,28,77.72,Oregon,may
3029,M,70,134.9,New Jersey,nov
3030,F,42,116.06,Missouri,mar
3031,M,46,171.26,Texas,apr
3032,F,48,229.05,Illinois,nov
3033,F,22,209.75,Indiana,dec
3034,F,24,98.51,Pennsylvania,nov
3035,F,30,238.2,Missouri,apr
3036,M,77,277.05,California,aug
3037,M,88,231.32,New York,aug
3038,F,22,63.62,Florida,nov
3039,M,54,286.47,California,oct
3040,F,18,119.3,California,aug
3041,F,93,27.51,Louisiana,dec
3042,M,25,85.58,Oklahoma,oct
3043,M,21,197.78,Wisconsin,nov
3044,F,47,187.52,New Jersey,oct
3045,M,23,239.94,Ohio,jan
3046,M,37,64.45,Alabama,feb
3047,F,22,48.7,Tennessee,dec
3048,F,21,252.28,California,jul
3049,F,50,174.52,New York,oct
3050,M,98,181.3,Pennsylvania,apr
3051,M,54,18.33,Maryland,jul
3052,F,40,298.56,Ohio,aug
3053,F,18,114.97,Arizona,jul
3054,F,61,14.16,California,apr
3055,F,18,13.91,North Carolina,dec
3056,M,83,176.95,Minnesota,dec
3057,F,20,20.23,Wisconsin,jul
3058,F,23,144.72,Wisconsin,apr
3059,F,19,244.63,Georgia,nov
3060,F,41,269.43,Oklahoma,jul
3061,F,60,273.46,Oregon,mar
3062,M,22,208.71,Hawaii,nov
3063,F,48,251.74,Massachusetts,sep
3064,F,42,32.21,Louisiana,mar
3065,F,21,55.21,Texas,mar
3066,M,73,227.58,Georgia,sep
3067,M,32,299.12,Indiana,oct
3068,F,34,289.24,Pennsylvania,dec
3069,F,19,36.52,New York,aug
3070,F,39,124.16,Virginia,sep
3071,M,23,186.66,Utah,aug
3072,F,28,125.11,Michigan,aug
3073,F,26,80.45,Alabama,dec
3074,M,66,21.5,New Hampshire,jul
3075,F,33,146.38,Colorado,aug
3076,F,23,31.13,Connecticut,oct
3077,F,23,238.54,Ohio,feb
3078,F,83,274.28,New York,mar
3079,M,20,86.55,Illinois,nov
3080,M,21,9.62,Idaho,mar
3081,M,27,95.57,Delaware,sep
3082,M,22,266.47,Pennsylvania,dec
3083,M,18,8.92,Pennsylvania,jul
3084,F,49,238.98,New Jersey,may
3085,F,82,75.0,Kansas,jul
3086,F,76,257.73,California,aug
3087,M,53,169.38,New York,nov
3088,F,20,27.78,Louisiana,jan
3089,F,20,199.69,Louisiana,apr
3090,F,64,218.46,Texas,nov
3091,M,43,243.77,Illinois,nov
3092,M,51,132.45,Kansas,nov
3093,F,22,242.36,North Carolina,apr
3094,F,24,195.86,Alabama,feb
3095,M,82,147.47,California,apr
3096,M,79,299.54,Indiana,feb
3097,M,19,172.44,California,oct
3098,F,37,204.41,Colorado,apr
3099,M,64,203.83,Hawaii,apr
3100,M,61,285.51,Oregon,apr
3101,M,91,82.5,Wisconsin,jul
3102,F,22,262.8,New York,nov
3103,M,24,106.69,Pennsylvania,aug
3104,F,23,262.06,New Jersey,may
3105,F,21,264.22,Florida,aug
3106,M,94,121.79,California,dec
3107,F,22,161.57,Florida,feb
3108,F,51,64.22,Florida,aug
3109,F,81,47.62,Pennsylvania,dec
3110,F,96,298.68,Montana,apr
3111,F,20,86.11,Rhode Island,apr
3112,M,19,158.08,Kentucky,feb
3113,F,44,153.08,Missouri,nov
3114,F,22,60.69,California,dec
3115,F,19,222.77,California,sep
3116,F,90,39.72,Oklahoma,feb
3117,F,72,86.13,Ohio,apr
3118,M,35,102.65,Illinois,jun
3119,F,22,18.81,Texas,apr
3120,F,94,11.61,Minnesota,mar
3121,F,42,24.41,Georgia,oct
3122,M,44,41.94,Massachusetts,oct
3123,F,35,69.93,California,sep
3124,M,54,160.99,Alabama,apr
3125,F,30,248.09,New York,dec
3126,F,22,227.68,Ohio,dec
3127,F,20,92.72,Texas,sep
3128,M,68,183.74,Louisiana,apr
3129,F,22,201.01,Florida,oct
3130,F,29,287.95,West Virginia,dec
3131,F,18,69.9,New Jersey,feb
3132,M,36,203.72,Rhode Island,dec
3133,F,20,185.65,Tennessee,jun
3134,F,27,82.97,Texas,may
3135,F,60,283.55,Georgia,sep
3136,M,80,49.81,Washington,apr
3137,F,21,210.2,Texas,jul
3138,F,34,287.05,Michigan,mar
3139,F,23,255.89,North Carolina,oct
3140,F,54,251.44,Texas,dec
3141,M,22,120.73,Massachusetts,jan
3142,F,55,6.32,New York,nov
3143,M,65,166.36,Alabama,sep
3144,M,48,89.18,Pennsylvania,dec
3145,F,47,32.7,Rhode Island,jan
3146,M,67,70.65,Wisconsin,oct
3147,F,35,150.24,Illinois,jan
3148,F,27,76.79,Pennsylvania,sep
3149,F,67,45.92,California,nov
3150,F,98,226.16,Washington,sep
3151,F,48,184.07,Florida,mar
3152,M,33,234.04,Ohio,nov
3153,M,20,193.79,Michigan,oct
3154,F,34,104.75,New York,nov
3155,F,30,65.46,Texas,nov
3156,M,65,9.88,Ohio,nov
3157,M,89,150.09,North Carolina,dec
3158,F,99,91.73,North Carolina,apr
3159,F,29,151.31,Connecticut,aug
3160,F,21,121.0,California,nov
3161,F,92,257.52,Illinois,feb
3162,F,38,171.78,Texas,nov
3163,F,59,263.46,Nevada,apr
3164,F,51,233.97,California,dec
3165,F,69,134.87,Florida,nov
3166,F,21,85.31,Tennessee,may
3167,M,64,280.47,New Jersey,nov
3168,F,22,54.56,Missouri,nov
3169,F,53,46.17,West Virginia,dec
3170,M,33,247.3,Colorado,apr
3171,F,31,72.12,North Carolina,nov
3172,F,24,35.18,California,may
3173,M,85,230.07,Virginia,apr
3174,F,37,17.26,California,nov
3175,M,19,118.52,Maine,may
3176,F,48,162.51,Alaska,oct
3177,F,43,134.41,Georgia,nov
3178,F,94,88.02,North Carolina,may
3179,F,21,242.03,Illinois,nov
3180,F,38,246.56,New York,oct
3181,F,48,130.95,Ohio,nov
3182,F,19,57.81,Hawaii,aug
3183,M,53,169.72,California,sep
3184,F,19,84.31,Texas,sep
3185,F,67,13.74,Texas,dec
3186,M,96,147.9,Arkansas,jan
3187,F,20,147.25,Indiana,nov
3188,F,28,211.55,Pennsylvania,apr
3189,F,63,214.45,California,nov
3190,F,78,172.4,Texas,dec
3191,M,46,82.86,Oklahoma,dec
3192,F,19,201.33,Iowa,oct
3193,F,28,33.66,Utah,dec
3194,F,39,86.26,Tennessee,may
3195,F,21,34.48,Washington,apr
3196,F,19,106.56,Florida,oct
3197,F,46,283.91,South Carolina,jul
3198,F,24,246.41,Illinois,nov
3199,F,30,37.87,Maine,aug
3200,M,18,115.81,Texas,dec
3201,M,54,168.19,Washington,nov
3202,F,24,265.43,New York,oct
3203,F,50,250.8,Massachusetts,jul
3204,F,24,57.45,Pennsylvania,jun
3205,F,62,76.63,Wisconsin,nov
3206,M,91,208.31,Texas,apr
3207,F,71,120.6,Texas,oct
3208,F,27,79.68,Massachusetts,nov
3209,F,23,84.19,Texas,mar
3210,F,19,232.79,Missouri,aug
3211,M,39,201.29,Ohio,jun
3212,M,50,248.31,Oregon,apr
3213,F,20,292.47,Wisconsin,dec
3214,F,21,213.79,Tennessee,apr
3215,F,21,37.83,New Mexico,apr
3216,F,24,191.74,New York,oct
3217,F,23,175.44,Pennsylvania,apr
3218,F,24,115.51,North Carolina,nov
3219,F,50,138.33,Arkansas,nov
3220,F,23,69.45,California,feb
3221,F,22,170.45,Pennsylvania,aug
3222,F,23,264.63,Oregon,apr
3223,F,19,161.15,Utah,jan
3224,F,33,92.92,California,nov
3225,M,22,12.22,New York,apr
3226,F,22,80.35,Illinois,apr
3227,M,19,69.75,New York,oct
3228,F,69,90.09,Tennessee,dec
3229,F,78,204.78,Oregon,apr
3230,M,92,137.94,California,sep
3231,F,33,254.1,Virginia,nov
3232,M,34,34.26,California,apr
3233,M,36,159.4,Texas,sep
3234,F,81,27.1,Florida,apr
3235,F,24,122.76,North Carolina,mar
3236,F,85,290.75,Michigan,jan
3237,M,21,105.43,Utah,apr
3238,M,18,65.78,California,dec
3239,M,78,148.15,Tennessee,oct
3240,F,71,299.64,California,aug
3241,F,45,235.27,California,apr
3242,F,22,287.43,Nevada,dec
3243,F,24,38.82,Oklahoma,dec
3244,F,20,113.42,Pennsylvania,oct
3245,F,32,120.35,Illinois,jul
3246,M,38,273.59,Kentucky,jan
3247,F,26,147.31,Virginia,apr
3248,F,56,221.96,Florida,dec
3249,F,23,264.52,Texas,oct
3250,F,52,272.63,Georgia,oct
3251,F,23,75.84,Massachusetts,dec
3252,F,96,139.06,Massachusetts,apr
3253,F,24,88.17,Texas,aug
3254,F,27,45.69,Kentucky,feb
3255,F,65,232.64,Ohio,apr
3256,F,41,174.24,Texas,sep
3257,F,82,9.99,Washington,nov
3258,F,84,47.09,Wisconsin,jan
3259,M,21,9.44,Ohio,may
3260,M,22,147.75,Washington,oct
3261,F,38,42.6,California,nov
3262,F,53,175.88,Georgia,nov
3263,F,51,8.52,California,nov
3264,F,23,78.55,New York,oct
3265,M,24,61.76,Washington,sep
3266,F,38,132.83,New York,may
3267,F,53,199.98,Indiana,dec
3268,F,27,298.24,Virginia,jul
3269,F,56,104.42,Minnesota,oct
3270,F,23,227.36,Pennsylvania,apr
3271,F,23,138.19,California,sep
3272,F,43,194.94,Florida,mar
3273,F,89,60.75,Colorado,dec
3274,F,18,38.81,Massachusetts,apr
3275,F,50,82.4,New York,apr
3276,F,18,252.9,Washington,nov
3277,F,24,25.72,California,oct
3278,F,20,112.94,Missouri,feb
3279,F,46,171.78,Texas,apr
3280,M,69,201.86,New York,dec
3281,F,31,103.41,Florida,aug
3282,F,18,166.53,North Carolina,sep
3283,F,29,233.82,North Carolina,aug
3284,M,18,212.24,California,apr
3285,F,21,7.3,Arkansas,apr
3286,F,49,285.02,Georgia,jul
3287,M,45,17.59,Utah,may
3288,F,32,63.01,South Carolina,dec
3289,F,35,154.49,Texas,sep
3290,M,24,274.01,Florida,apr
3291,F,36,253.82,California,may
3292,F,43,16.95,New Mexico,jun
3293,M,50,144.98,Texas,oct
3294,F,64,156.49,North Carolina,oct
3295,F,70,297.77,Pennsylvania,dec
3296,F,36,116.44,Michigan,oct
3297,F,24,31.66,Washington,dec
3298,F,96,111.73,Florida,apr
3299,M,19,150.89,Oklahoma,nov
3300,F,19,169.57,North Carolina,oct
3301,F,81,179.67,Texas,jul
3302,M,73,93.76,Nebraska,dec
3303,F,71,72.75,Idaho,sep
3304,F,27,157.16,Texas,apr
3305,M,24,198.2,Florida,sep
3306,M,47,136.55,California,apr
3307,F,43,42.22,Texas,nov
3308,F,51,236.63,Maine,jan
3309,F,23,209.46,Indiana,apr
3310,M,42,228.12,Ohio,dec
3311,M,19,13.69,Georgia,dec
3312,M,71,286.3,Indiana,apr
3313,F,36,146.42,Texas,nov
3314,M,20,98.53,New York,nov
3315,F,37,98.56,Virginia,oct
3316,F,19,228.99,Georgia,mar
3317,F,51,243.86,Arizona,apr
3318,F,39,182.72,Arkansas,apr
3319,F,96,173.92,Alaska,jul
3320,F,72,84.3,Pennsylvania,aug
3321,F,25,167.28,Kentucky,jun
3322,F,18,280.24,Florida,sep
3323,M,24,93.69,Massachusetts,apr
3324,F,28,134.07,Wisconsin,sep
3325,F,73,99.36,North Carolina,jan
3326,F,27,205.48,California,aug
3327,F,19,242.63,California,sep
3328,M,18,73.28,Ohio,dec
3329,F,42,167.97,Maryland,sep
3330,M,43,36.06,Missouri,may
3331,F,87,263.78,Oregon,dec
3332,F,21,90.68,Connecticut,jan
3333,F,59,150.03,North Carolina,sep
3334,F,31,241.57,Kentucky,aug
3335,F,39,179.17,Oklahoma,dec
3336,M,22,131.62,Texas,feb
3337,F,23,55.82,Colorado,nov
3338,F,35,77.73,Texas,sep
3339,M,69,130.25,Ohio,jan
3340,F,21,141.05,New Jersey,feb
3341,F,41,103.12,Texas,dec
3342,M,18,62.63,Georgia,nov
3343,M,20,244.52,Florida,dec
3344,M,85,251.39,New Jersey,oct
3345,M,33,126.78,Maryland,dec
3346,F,18,89.5,New Jersey,aug
3347,M,49,98.71,Texas,oct
3348,F,24,265.63,Washington,may
3349,M,55,168.58,Georgia,sep
3350,F,33,249.71,New York,nov
3351,F,61,82.66,Alabama,sep
3352,F,70,288.66,Illinois,apr
3353,F,24,86.2,West Virginia,jun
3354,F,86,231.37,Hawaii,jul
3355,M,94,21.78,New Jersey,nov
3356,F,18,236.42,Oklahoma,dec
3357,F,23,184.29,New Hampshire,dec
3358,M,30,229.98,Texas,apr
3359,M,20,82.21,Oklahoma,may
3360,F,24,17.83,Illinois,jul
3361,F,18,164.55,Georgia,apr
3362,F,19,9.5,New York,nov
3363,F,20,259.49,South Carolina,sep
3364,M,54,176.57,California,apr
3365,F,58,225.93,Ohio,feb
3366,F,19,78.54,Tennessee,mar
3367,F,41,294.14,South Carolina,jan
3368,F,23,23.54,Colorado,mar
3369,F,82,36.41,California,apr
3370,M,29,276.25,Louisiana,mar
3371,F,54,153.36,Louisiana,oct
3372,M,25,148.88,Mississippi,nov
3373,F,20,228.13,Ohio,dec
3374,F,24,144.69,Mississippi,dec
3375,F,28,122.39,Michigan,feb
3376,F,89,61.73,Illinois,nov
3377,F,32,235.03,Florida,jul
3378,M,23,150.27,Tennessee,dec
3379,F,27,257.13,California,feb
3380,M,48,231.73,Minnesota,dec
3381,F,20,163.07,Texas,nov
3382,F,61,122.33,Michigan,apr
3383,F,61,133.56,South Carolina,jun
3384,M,74,72.49,Illinois,dec
3385,M,22,157.19,Virginia,mar
3386,F,29,175.07,Colorado,jan
3387,F,83,208.31,California,dec
3388,F,65,146.41,Ohio,dec
3389,F,24,124.27,California,jul
3390,F,21,18.64,New York,jun
3391,M,21,43.93,Oklahoma,dec
3392,M,82,109.31,New York,nov
3393,M,54,289.05,Illinois,nov
3394,F,18,128.8,Idaho,nov
3395,F,18,218.33,Pennsylvania,aug
3396,F,72,90.19,West Virginia,oct
3397,F,21,21.84,California,dec
3398,F,50,84.88,California,apr
3399,M,55,200.14,Wisconsin,dec
3400,F,22,248.52,New Jersey,sep
3401,F,63,180.41,Utah,dec
3402,M,18,208.61,Ohio,dec
3403,M,57,273.0,Florida,dec
3404,F,19,239.54,Illinois,nov
3405,F,18,89.02,Florida,jun
3406,F,61,186.85,Texas,nov
3407,F,30,210.54,Alabama,apr
3408,F,75,44.34,Wisconsin,oct
3409,F,43,46.55,Nebraska,apr
3410,F,41,138.66,Virginia,oct
3411,F,24,250.56,Kentucky,nov
3412,M,90,185.21,California,apr
3413,F,88,272.2,Minnesota,dec
3414,M,18,230.06,Indiana,apr
3415,F,24,95.18,Arizona,may
3416,F,18,190.08,Maryland,dec
3417,F,46,180.41,Arizona,oct
3418,F,43,238.69,Ohio,nov
3419,M,21,296.6,Texas,feb
3420,F,19,124.73,California,apr
3421,M,55,255.53,South Carolina,apr
3422,F,19,150.83,California,dec
3423,F,20,25.43,Colorado,apr
3424,F,33,233.06,California,nov
3425,F,97,85.99,Illinois,jul
3426,M,85,183.54,North Carolina,apr
3427,F,46,163.63,New Jersey,feb
3428,M,78,112.12,Ohio,dec
3429,M,22,184.0,Oklahoma,sep
3430,F,23,170.21,Texas,dec
3431,F,20,71.54,Kansas,jul
3432,F,18,220.04,Texas,nov
3433,F,32,226.62,Ohio,nov
3434,F,50,198.25,Montana,nov
3435,F,23,292.06,Arizona,oct
3436,M,66,106.28,Connecticut,sep
3437,F,18,161.44,Florida,dec
3438,F,81,201.85,New York,may
3439,F,40,286.93,California,jan
3440,F,99,77.95,Michigan,nov
3441,M,49,171.3,California,oct
3442,F,81,262.53,Tennessee,nov
3443,F,26,198.91,New Jersey,jan
3444,F,40,18.66,Idaho,nov
3445,F,44,164.05,California,mar
3446,F,33,160.49,Illinois,mar
3447,F,66,119.87,Texas,dec
3448,F,68,125.98,Illinois,feb
3449,F,19,8.42,Indiana,jan
3450,F,20,235.38,New Jersey,feb
3451,F,38,98.31,Louisiana,sep
3452,F,52,70.86,California,aug
3453,F,41,282.25,Oregon,feb
3454,F,41,276.16,Virginia,dec
3455,F,23,229.89,Pennsylvania,oct
3456,M,19,95.89,Michigan,feb
3457,M,79,164.81,California,nov
3458,F,26,270.42,Texas,may
3459,F,20,132.17,South Carolina,nov
3460,F,22,13.03,New York,apr
3461,F,49,84.15,Indiana,sep
3462,F,98,220.03,Virginia,feb
3463,F,29,63.68,Missouri,aug
3464,F,87,90.07,Connecticut,nov
3465,M,23,73.92,Arizona,nov
3466,F,52,26.46,California,dec
3467,F,73,32.28,Florida,aug
3468,F,20,278.58,New Mexico,oct
3469,F,78,166.9,Idaho,oct
3470,M,38,203.06,Texas,nov
3471,M,39,22.92,Kansas,jul
3472,F,35,243.79,Arizona,oct
3473,F,18,84.53,Idaho,feb
3474,F,20,111.65,Washington,dec
3475,F,41,32.43,Virginia,sep
3476,F,19,94.55,Wyoming,dec
3477,F,24,225.4,Virginia,dec
3478,M,36,49.75,North Carolina,nov
3479,F,40,64.52,Wisconsin,nov
3480,F,20,115.62,Georgia,sep
3481,M,52,117.54,Massachusetts,sep
3482,M,48,101.21,Virginia,sep
3483,M,92,7.85,Virginia,oct
3484,F,18,182.44,Colorado,oct
3485,F,40,115.32,Utah,oct
3486,M,34,102.0,Minnesota,jul
3487,F,26,98.54,Virginia,aug
3488,F,62,240.75,California,dec
3489,M,91,237.0,Florida,aug
3490,M,44,276.85,Texas,nov
3491,M,47,274.3,Massachusetts,mar
3492,M,51,111.43,Missouri,dec
3493,F,44,109.16,West Virginia,nov
3494,F,21,145.69,Ohio,nov
3495,F,61,280.28,Minnesota,dec
3496,F,22,78.21,West Virginia,jun
3497,M,28,295.45,Virginia,apr
3498,M,26,71.17,Kansas,apr
3499,M,81,267.95,Massachusetts,nov
3500,F,18,118.59,South Carolina,dec
3501,F,24,79.92,Illinois,feb
3502,F,24,122.69,Maine,jun
3503,M,44,284.95,Utah,apr
3504,M,72,154.06,North Carolina,nov
3505,F,19,157.11,New York,dec
3506,M,36,108.94,Maine,dec
3507,F,22,85.71,Indiana,sep
3508,F,20,285.68,Minnesota,apr
3509,F,87,105.89,Minnesota,dec
3510,F,57,189.93,California,nov
3511,F,89,188.57,Virginia,feb
3512,F,22,42.03,Alaska,nov
3513,M,24,96.61,Washington,feb
3514,F,21,122.37,Connecticut,nov
3515,M,27,130.78,Indiana,apr
3516,M,99,117.21,New York,nov
3517,F,54,223.55,Minnesota,dec
3518,F,52,68.75,Florida,nov
3519,F,44,260.45,California,apr
3520,F,47,30.89,Texas,nov
3521,F,21,29.44,Virginia,sep
3522,F,24,131.39,Ohio,sep
3523,M,21,240.0,Montana,jun
3524,F,20,88.9,California,dec
3525,F,53,125.5,Michigan,apr
3526,M,38,175.03,Virginia,apr
3527,F,54,278.9,Virginia,sep
3528,M,55,74.91,Michigan,oct
3529,F,39,111.83,Maryland,mar
3530,M,21,280.02,Texas,jul
3531,F,21,84.33,South Carolina,dec
3532,F,50,283.49,Washington,nov
3533,F,62,145.63,North Carolina,dec
3534,F,19,111.81,Illinois,aug
3535,F,64,213.22,Pennsylvania,jun
3536,F,22,235.32,Ohio,nov
3537,M,40,63.32,California,nov
3538,F,19,236.83,Colorado,nov
3539,F,71,258.58,Illinois,dec
3540,F,72,90.57,Washington,mar
3541,F,82,15.46,Texas,apr
3542,F,19,31.27,Florida,sep
3543,F,53,164.63,Florida,dec
3544,F,20,101.56,Tennessee,nov
3545,F,71,77.51,Missouri,aug
3546,F,23,133.82,Arizona,apr
3547,M,21,37.65,Pennsylvania,nov
3548,F,25,83.54,New York,apr
3549,F,31,240.2,Texas,nov
3550,F,21,204.51,Florida,dec
3551,F,88,71.96,Virginia,jan
3552,M,23,20.82,Georgia,aug
